T(s),Zone I (overstrength 2),Zone I (elastic),Zone II (overstrength 2),Zone II (elastic),Zone IIIa (overstrength 2),Zone IIIa (elastic),Zone IIIb (overstrength 2),Zone IIIb (elastic),Zone IIIc (overstrength 2),Zone IIIc (elastic),Zone IIId (overstrength 2),Zone IIId (elastic)
3.69,0.058536585,0.117073171,0.084013451,0.168026902,0.09518144,0.190362879,0.297441999,0.594883998,0.4,0.8,0.3,0.6
3.7,0.058378378,0.116756757,0.083711591,0.167423183,0.094667641,0.189335281,0.295836377,0.591672754,0.4,0.8,0.3,0.6
3.71,0.058221024,0.116442049,0.083411627,0.166823253,0.094157991,0.188315981,0.294243721,0.588487442,0.4,0.8,0.3,0.6
3.72,0.058064516,0.116129032,0.08311354,0.16622708,0.093652445,0.187304891,0.292663892,0.585327784,0.4,0.8,0.3,0.6
3.73,0.057908847,0.115817694,0.082817315,0.165634629,0.093150961,0.186301921,0.291096752,0.582193504,0.4,0.8,0.3,0.6
3.74,0.057754011,0.115508021,0.082522934,0.165045868,0.092653493,0.185306986,0.289542166,0.579084332,0.4,0.8,0.3,0.6
3.75,0.0576,0.1152,0.082230381,0.164460763,0.09216,0.18432,0.288,0.576,0.4,0.8,0.3,0.6
3.76,0.057446809,0.114893617,0.081939641,0.163879282,0.091670439,0.183340878,0.286470122,0.572940244,0.4,0.8,0.3,0.6
3.77,0.05729443,0.114588859,0.081650697,0.163301393,0.091184769,0.182369538,0.284952402,0.569904805,0.4,0.8,0.3,0.6
3.78,0.057142857,0.114285714,0.081363533,0.162727065,0.090702948,0.181405896,0.283446712,0.566893424,0.4,0.8,0.3,0.6
3.79,0.056992084,0.113984169,0.081078133,0.162156267,0.090224936,0.180449872,0.281952924,0.563905849,0.4,0.8,0.3,0.6
3.8,0.056842105,0.113684211,0.080794483,0.161588966,0.089750693,0.179501385,0.280470914,0.560941828,0.4,0.8,0.3,0.6
3.81,0.056692913,0.113385827,0.080512567,0.161025134,0.089280179,0.178560357,0.279000558,0.558001116,0.4,0.8,0.3,0.6
3.82,0.056544503,0.113089005,0.080232369,0.160464739,0.088813355,0.17762671,0.277541734,0.555083468,0.4,0.8,0.3,0.6
3.83,0.056396867,0.112793734,0.079953876,0.159907752,0.088350183,0.176700366,0.276094322,0.552188644,0.4,0.8,0.3,0.6
3.84,0.05625,0.1125,0.079677071,0.159354142,0.087890625,0.17578125,0.274658203,0.549316406,0.4,0.8,0.3,0.6
3.85,0.056103896,0.112207792,0.079401941,0.158803882,0.087434643,0.174869287,0.27323326,0.54646652,0.4,0.8,0.3,0.6
3.86,0.055958549,0.111917098,0.079128471,0.158256942,0.086982201,0.173964402,0.271819378,0.543638755,0.4,0.8,0.3,0.6
3.87,0.055813953,0.111627907,0.078856647,0.157713294,0.086533261,0.173066522,0.270416441,0.540832883,0.4,0.8,0.3,0.6
3.88,0.055670103,0.111340206,0.078586454,0.157172909,0.086087788,0.172175577,0.269024338,0.538048677,0.4,0.8,0.3,0.6
3.89,0.055526992,0.111053985,0.07831788,0.156635759,0.085645746,0.171291493,0.267642958,0.535285915,0.4,0.8,0.3,0.6
3.9,0.055384615,0.110769231,0.078050909,0.156101817,0.085207101,0.170414201,0.266272189,0.532544379,0.4,0.8,0.3,0.6
3.91,0.055242967,0.110485934,0.077785528,0.155571056,0.084771816,0.169543632,0.264911925,0.52982385,0.4,0.8,0.3,0.6
3.92,0.055102041,0.110204082,0.077521724,0.155043448,0.084339858,0.168679717,0.263562057,0.527124115,0.4,0.8,0.3,0.6
3.93,0.054961832,0.109923664,0.077259483,0.154518966,0.083911194,0.167822388,0.262222481,0.524444962,0.4,0.8,0.3,0.6
3.94,0.054822335,0.10964467,0.076998793,0.153997585,0.083485789,0.166971579,0.260893092,0.521786184,0.4,0.8,0.3,0.6
3.95,0.054683544,0.109367089,0.076739639,0.153479278,0.083063612,0.166127223,0.259573786,0.519147573,0.4,0.8,0.3,0.6
3.96,0.054545455,0.109090909,0.07648201,0.15296402,0.082644628,0.165289256,0.258264463,0.516528926,0.4,0.8,0.3,0.6
3.97,0.05440806,0.108816121,0.076225892,0.152451784,0.082228807,0.164457613,0.256965021,0.513930042,0.4,0.8,0.3,0.6
3.98,0.054271357,0.108542714,0.075971273,0.151942546,0.081816116,0.163632232,0.255675362,0.511350723,0.4,0.8,0.3,0.6
3.99,0.054135338,0.108270677,0.07571814,0.151436281,0.081406524,0.162813048,0.254395387,0.508790774,0.4,0.8,0.3,0.6
4,0.054,0.108,0.075466481,0.150932963,0.081,0.162,0.253125,0.50625,0.4,0.8,0.3,0.6
4.01,0.053865337,0.107730673,0.075216284,0.150432568,0.080596514,0.161193027,0.251864105,0.503728211,0.4,0.8,0.3,0.6
4.02,0.053731343,0.107462687,0.074967537,0.149935073,0.080196035,0.16039207,0.250612609,0.501225217,0.4,0.8,0.3,0.6
4.03,0.053598015,0.10719603,0.074720226,0.149440453,0.079798533,0.159597067,0.249370417,0.498740833,0.4,0.8,0.3,0.6
4.04,0.053465347,0.106930693,0.074474342,0.148948684,0.07940398,0.15880796,0.248137438,0.496274875,0.4,0.8,0.3,0.6
4.05,0.053333333,0.106666667,0.074229872,0.148459743,0.079012346,0.158024691,0.24691358,0.49382716,0.4,0.8,0.3,0.6
4.06,0.05320197,0.106403941,0.073986804,0.147973607,0.078623602,0.157247203,0.245698755,0.49139751,0.4,0.8,0.3,0.6
4.07,0.053071253,0.106142506,0.073745127,0.147490253,0.07823772,0.156475439,0.244492873,0.488985747,0.4,0.8,0.3,0.6
4.08,0.052941176,0.105882353,0.073504829,0.147009659,0.077854671,0.155709343,0.243295848,0.486591696,0.4,0.8,0.3,0.6
4.09,0.052811736,0.105623472,0.0732659,0.146531801,0.077474429,0.154948859,0.242107591,0.484215183,0.4,0.8,0.3,0.6
4.1,0.052682927,0.105365854,0.073028329,0.146056657,0.077096966,0.154193932,0.240928019,0.481856038,0.4,0.8,0.3,0.6
4.11,0.052554745,0.105109489,0.072792103,0.145584206,0.076722255,0.15344451,0.239757046,0.479514092,0.4,0.8,0.3,0.6
4.12,0.052427184,0.104854369,0.072557213,0.145114426,0.076350269,0.152700537,0.238594589,0.477189179,0.4,0.8,0.3,0.6
4.13,0.052300242,0.104600484,0.072323648,0.144647295,0.075980981,0.151961963,0.237440567,0.474881133,0.4,0.8,0.3,0.6
4.14,0.052173913,0.104347826,0.072091396,0.144182792,0.075614367,0.151228733,0.236294896,0.472589792,0.4,0.8,0.3,0.6
4.15,0.052048193,0.104096386,0.071860448,0.143720896,0.075250399,0.150500798,0.235157497,0.470314995,0.4,0.8,0.3,0.6
4.16,0.051923077,0.103846154,0.071630793,0.143261587,0.074889053,0.149778107,0.234028291,0.468056583,0.4,0.8,0.3,0.6
4.17,0.051798561,0.103597122,0.071402421,0.142804842,0.074530304,0.149060608,0.232907199,0.465814399,0.4,0.8,0.3,0.6
4.18,0.051674641,0.103349282,0.071175321,0.142350642,0.074174126,0.148348252,0.231794144,0.463588288,0.4,0.8,0.3,0.6
4.19,0.051551313,0.103102625,0.070949484,0.141898968,0.073820495,0.147640991,0.230689048,0.461378097,0.4,0.8,0.3,0.6
4.2,0.051428571,0.102857143,0.070724899,0.141449797,0.073469388,0.146938776,0.229591837,0.459183673,0.4,0.8,0.3,0.6
4.21,0.051306413,0.102612827,0.070501556,0.141003112,0.073120779,0.146241558,0.228502435,0.457004869,0.398102019,0.796204039,0.298576514,0.597153029
4.22,0.051184834,0.102369668,0.070279446,0.140558892,0.072774646,0.145549291,0.227420768,0.454841535,0.396217515,0.792435031,0.297163136,0.594326273
4.23,0.05106383,0.10212766,0.070058559,0.140117118,0.072430964,0.144861928,0.226346763,0.452693526,0.394346361,0.788692722,0.295759771,0.591519541
4.24,0.050943396,0.101886792,0.069838886,0.139677771,0.072089712,0.144179423,0.225280349,0.450560698,0.39248843,0.78497686,0.294366323,0.588732645
4.25,0.050823529,0.101647059,0.069620416,0.139240832,0.071750865,0.14350173,0.224221453,0.448442907,0.390643599,0.781287197,0.292982699,0.585965398
4.26,0.050704225,0.101408451,0.069403141,0.138806281,0.071414402,0.142828804,0.223170006,0.446340012,0.388811744,0.777623487,0.291608808,0.583217616
4.27,0.05058548,0.10117096,0.06918705,0.138374101,0.0710803,0.1421606,0.222125937,0.444251874,0.386992744,0.773985488,0.290244558,0.580489116
4.28,0.05046729,0.100934579,0.068972136,0.137944273,0.070748537,0.141497074,0.221089178,0.442178356,0.385186479,0.770372958,0.288889859,0.577779719
4.29,0.05034965,0.100699301,0.068758389,0.137516778,0.070419091,0.140838183,0.220059661,0.440119321,0.383392831,0.766785662,0.287544623,0.575089246
4.3,0.050232558,0.100465116,0.068545799,0.137091598,0.070091942,0.140183883,0.219037317,0.438074635,0.381611682,0.763223364,0.286208761,0.572417523
4.31,0.050116009,0.100232019,0.068334358,0.136668717,0.069767066,0.139534133,0.218022082,0.436044164,0.379842916,0.759685833,0.284882187,0.569764375
4.32,0.05,0.1,0.068124058,0.136248115,0.069444444,0.138888889,0.217013889,0.434027778,0.37808642,0.75617284,0.283564815,0.56712963
4.33,0.049884527,0.099769053,0.067914888,0.135829776,0.069124055,0.138248111,0.216012673,0.432025345,0.376342079,0.752684157,0.282256559,0.564513118
4.34,0.049769585,0.099539171,0.067706841,0.135413682,0.068805878,0.137611756,0.215018369,0.430036739,0.374609781,0.749219563,0.280957336,0.561914672
4.35,0.049655172,0.099310345,0.067499908,0.134999815,0.068489893,0.136979786,0.214030916,0.428061831,0.372889417,0.745778835,0.279667063,0.559334126
4.36,0.049541284,0.099082569,0.06729408,0.13458816,0.068176079,0.136352159,0.213050248,0.426100497,0.371180877,0.742361754,0.278385658,0.556771316
4.37,0.049427918,0.098855835,0.067089349,0.134178698,0.067864418,0.135728836,0.212076306,0.424152611,0.369484052,0.738968105,0.277113039,0.554226079
4.38,0.049315068,0.098630137,0.066885707,0.133771414,0.067554888,0.135109777,0.211109026,0.422218052,0.367798837,0.735597673,0.275849127,0.551698255
4.39,0.049202733,0.098405467,0.066683146,0.133366291,0.067247472,0.134494943,0.210148349,0.420296698,0.366125124,0.732250248,0.274593843,0.549187686
4.4,0.049090909,0.098181818,0.066481656,0.132963313,0.066942149,0.133884298,0.209194215,0.41838843,0.36446281,0.72892562,0.273347107,0.546694215
4.41,0.048979592,0.097959184,0.066281231,0.132562462,0.0666389,0.133277801,0.208246564,0.416493128,0.362811791,0.725623583,0.272108844,0.544217687
4.42,0.048868778,0.097737557,0.066081862,0.132163724,0.066337708,0.132675416,0.207305338,0.414610675,0.361171966,0.722343932,0.270878975,0.541757949
4.43,0.048758465,0.09751693,0.065883541,0.131767083,0.066038553,0.132077106,0.206370478,0.412740957,0.359543233,0.719086467,0.269657425,0.53931485
4.44,0.048648649,0.097297297,0.065686261,0.131372522,0.065741417,0.131482834,0.205441928,0.410883857,0.357925493,0.715850986,0.26844412,0.53688824
4.45,0.048539326,0.097078652,0.065490013,0.130980026,0.065446282,0.130892564,0.204519631,0.409039263,0.356318647,0.712637293,0.267238985,0.53447797
4.46,0.048430493,0.096860987,0.06529479,0.13058958,0.06515313,0.13030626,0.203603531,0.407207062,0.354722596,0.709445193,0.266041947,0.532083895
4.47,0.048322148,0.096644295,0.065100584,0.130201168,0.064861943,0.129723886,0.202693572,0.405387145,0.353137246,0.706274492,0.264852935,0.529705869
4.48,0.048214286,0.096428571,0.064907388,0.129814776,0.064572704,0.129145408,0.2017897,0.403579401,0.3515625,0.703125,0.263671875,0.52734375
4.49,0.048106904,0.096213808,0.064715194,0.129430388,0.064285395,0.128570791,0.200891861,0.401783721,0.349998264,0.699996528,0.262498698,0.524997396
4.5,0.048,0.096,0.064523995,0.129047989,0.064,0.128,0.2,0.4,0.348444444,0.696888889,0.261333333,0.522666667
4.51,0.04789357,0.09578714,0.064333783,0.128667566,0.063716501,0.127433002,0.199114065,0.398228131,0.346900949,0.693801899,0.260175712,0.520351424
4.52,0.047787611,0.095575221,0.064144551,0.128289103,0.063434881,0.126869763,0.198234004,0.396468008,0.345367687,0.690735375,0.259025766,0.518051531
4.53,0.047682119,0.095364238,0.063956293,0.127912585,0.063155125,0.12631025,0.197359765,0.39471953,0.343844568,0.687689136,0.257883426,0.515766852
4.54,0.047577093,0.095154185,0.063769,0.127538,0.062877215,0.12575443,0.196491296,0.392982592,0.342331503,0.684663005,0.256748627,0.513497254
4.55,0.047472527,0.094945055,0.063582666,0.127165332,0.062601135,0.12520227,0.195628547,0.391257095,0.340828402,0.681656805,0.255621302,0.511242604
4.56,0.047368421,0.094736842,0.063397284,0.126794567,0.06232687,0.12465374,0.194771468,0.389542936,0.33933518,0.67867036,0.254501385,0.50900277
4.57,0.04726477,0.09452954,0.063212846,0.126425692,0.062054403,0.124108806,0.193920009,0.387840018,0.337851749,0.675703499,0.253388812,0.506777624
4.58,0.047161572,0.094323144,0.063029347,0.126058693,0.061783719,0.123567438,0.193074121,0.386148243,0.336378025,0.67275605,0.252283519,0.504567037
4.59,0.047058824,0.094117647,0.062846778,0.125693556,0.061514802,0.123029604,0.192233756,0.384467512,0.334913922,0.669827844,0.251185441,0.502370883
4.6,0.046956522,0.093913043,0.062665134,0.125330268,0.061247637,0.122495274,0.191398866,0.382797732,0.333459357,0.666918715,0.250094518,0.500189036
4.61,0.046854664,0.093709328,0.062484408,0.124968816,0.060982209,0.121964418,0.190569403,0.381138805,0.332014248,0.664028496,0.249010686,0.498021372
4.62,0.046753247,0.093506494,0.062304593,0.124609186,0.060718502,0.121437005,0.18974532,0.379490639,0.330578512,0.661157025,0.247933884,0.495867769
4.63,0.046652268,0.093304536,0.062125682,0.124251365,0.060456503,0.120913005,0.188926571,0.377853141,0.32915207,0.658304139,0.246864052,0.493728104
4.64,0.046551724,0.093103448,0.06194767,0.12389534,0.060196195,0.12039239,0.188113109,0.376226219,0.327734839,0.655469679,0.24580113,0.491602259
4.65,0.046451613,0.092903226,0.061770549,0.123541099,0.059937565,0.11987513,0.187304891,0.374609781,0.326326743,0.652653486,0.244745057,0.489490114
4.66,0.046351931,0.092703863,0.061594314,0.123188628,0.059680598,0.119361197,0.18650187,0.373003739,0.324927702,0.649855403,0.243695776,0.487391553
4.67,0.046252677,0.092505353,0.061418957,0.122837915,0.059425281,0.118850561,0.185704002,0.371408003,0.323537638,0.647075277,0.242653229,0.485306457
4.68,0.046153846,0.092307692,0.061244474,0.122488947,0.059171598,0.118343195,0.184911243,0.369822485,0.322156476,0.644312952,0.241617357,0.483234714
4.69,0.046055437,0.092110874,0.061070856,0.122141713,0.058919536,0.117839071,0.184123549,0.368247098,0.320784139,0.641568278,0.240588104,0.481176209
4.7,0.045957447,0.091914894,0.060898099,0.121796199,0.058669081,0.117338162,0.183340878,0.366681756,0.319420552,0.638841105,0.239565414,0.479130828
4.71,0.045859873,0.091719745,0.060726197,0.121452394,0.05842022,0.11684044,0.182563187,0.365126374,0.318065642,0.636131283,0.238549231,0.477098462
4.72,0.045762712,0.091525424,0.060555143,0.121110285,0.058172939,0.116345878,0.181790434,0.363580868,0.316719334,0.633438667,0.2375395,0.475079
4.73,0.045665962,0.091331924,0.060384931,0.120769862,0.057927224,0.115854449,0.181022576,0.362045153,0.315381555,0.630763111,0.236536167,0.473072333
4.74,0.04556962,0.091139241,0.060215555,0.120431111,0.057683064,0.115366127,0.180259574,0.360519148,0.314052235,0.62810447,0.235539176,0.471078353
4.75,0.045473684,0.090947368,0.06004701,0.120094021,0.057440443,0.114880886,0.179501385,0.35900277,0.312731302,0.625462604,0.234548476,0.469096953
4.76,0.045378151,0.090756303,0.05987929,0.11975858,0.05719935,0.114398701,0.17874797,0.35749594,0.311418685,0.62283737,0.233564014,0.467128028
4.77,0.045283019,0.090566038,0.059712389,0.119424778,0.056959772,0.113919544,0.177999288,0.355998576,0.310114315,0.62022863,0.232585736,0.465171473
4.78,0.045188285,0.090376569,0.059546301,0.119092602,0.056721696,0.113443392,0.1772553,0.3545106,0.308818123,0.617636246,0.231613592,0.463227184
4.79,0.045093946,0.090187891,0.059381021,0.118762041,0.056485109,0.112970219,0.176515967,0.353031934,0.30753004,0.615060081,0.23064753,0.461295061
4.8,0.045,0.09,0.059216542,0.118433085,0.05625,0.1125,0.17578125,0.3515625,0.30625,0.6125,0.2296875,0.459375
4.81,0.044906445,0.08981289,0.05905286,0.118105721,0.056016355,0.112032711,0.175051111,0.350102221,0.304977935,0.60995587,0.228733451,0.457466902
4.82,0.044813278,0.089626556,0.05888997,0.117779939,0.055784163,0.111568327,0.174325511,0.348651022,0.303713779,0.607427558,0.227785334,0.455570669
4.83,0.044720497,0.089440994,0.058727864,0.117455728,0.055553412,0.111106825,0.173604413,0.347208827,0.302457467,0.604914934,0.2268431,0.4536862
4.84,0.044628099,0.089256198,0.058566539,0.117133078,0.05532409,0.11064818,0.172887781,0.345775562,0.301208934,0.602417868,0.2259067,0.451813401
4.85,0.044536082,0.089072165,0.058405988,0.116811977,0.055096185,0.110192369,0.172175577,0.344351153,0.299968116,0.599936231,0.224976087,0.449952173
4.86,0.044444444,0.088888889,0.058246207,0.116492415,0.054869684,0.109739369,0.171467764,0.342935528,0.298734949,0.597469898,0.224051212,0.448102423
4.87,0.044353183,0.088706366,0.058087191,0.116174381,0.054644578,0.109289157,0.170764307,0.341528615,0.297509371,0.595018742,0.223132028,0.446264056
4.88,0.044262295,0.08852459,0.057928933,0.115857865,0.054420855,0.108841709,0.170065171,0.340130341,0.29629132,0.592582639,0.22221849,0.444436979
4.89,0.044171779,0.088343558,0.057771429,0.115542857,0.054198502,0.108397004,0.169370319,0.338740638,0.295080733,0.590161466,0.22131055,0.4426211
4.9,0.044081633,0.088163265,0.057614673,0.115229347,0.053977509,0.107955019,0.168679717,0.337359434,0.293877551,0.587755102,0.220408163,0.440816327
4.91,0.043991853,0.087983707,0.057458662,0.114917323,0.053757866,0.107515731,0.16799333,0.33598666,0.292681713,0.585363426,0.219511285,0.439022569
4.92,0.043902439,0.087804878,0.057303389,0.114606777,0.05353956,0.10707912,0.167311124,0.334622249,0.291493159,0.582986318,0.218619869,0.437239738
4.93,0.043813387,0.087626775,0.057148849,0.114297698,0.053322581,0.106645162,0.166633066,0.333266132,0.29031183,0.58062366,0.217733873,0.435467745
4.94,0.043724696,0.087449393,0.056995038,0.113990076,0.053106919,0.106213837,0.165959121,0.331918242,0.289137668,0.578275336,0.216853251,0.433706502
4.95,0.043636364,0.087272727,0.056841951,0.113683902,0.052892562,0.105785124,0.165289256,0.330578512,0.287970615,0.57594123,0.215977961,0.431955923
4.96,0.043548387,0.087096774,0.056689583,0.113379166,0.052679501,0.105359001,0.164623439,0.329246878,0.286810614,0.573621228,0.21510796,0.430215921
4.97,0.043460765,0.086921529,0.056537929,0.113075857,0.052467724,0.104935448,0.163961637,0.327923274,0.285657608,0.571315215,0.214243206,0.428486411
4.98,0.043373494,0.086746988,0.056386984,0.112773968,0.052257222,0.104514443,0.163303818,0.326607635,0.28451154,0.56902308,0.213383655,0.42676731
4.99,0.043286573,0.086573146,0.056236744,0.112473487,0.052047984,0.104095967,0.162649949,0.325299898,0.283372356,0.566744712,0.212529267,0.425058534
5,0.0432,0.0864,0.056087203,0.112174406,0.05184,0.10368,0.162,0.324,0.28224,0.56448,0.21168,0.42336
